rank,finalWorth,personName,age,country,countryOfCitizenship,source,industries,organization,selfMade,gender,birthDate,title,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,total_tax_rate_country,latitude_country,longitude_country
122,14400,Alisher Usmanov,70,Uzbekistan,Russia,"Steel, telecom, investments",Metals & Mining,Metalloinvest,True,M,1953-09-09 00:00:00,Founder,,,"$57,921,286,440 ",10.1,104.2,71.6,31.6,41.377491,64.585262
123,14300,Goh Cheng Liang,96,Singapore,Singapore,Paints,Manufacturing,Unknown,True,M,1927-06-27 00:00:00,Unknown,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,21.0,1.352083,103.819836
124,14200,Kumar Birla,56,India,India,Commodities,Diversified,Unknown,False,M,1967-06-14 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
124,14200,Aliko Dangote,66,Nigeria,Nigeria,"Cement, sugar",Manufacturing,Dangote Group,True,M,1957-04-10 00:00:00,CEO,267.51,11.4,"$448,120,428,859 ",10.2,84.7,54.3,34.8,9.081999,8.675277
126,14100,Kwong Siu-hing,93,Hong Kong,Hong Kong,Real estate,Real Estate,Unknown,False,F,1929-12-02 00:00:00,Unknown,,,,,,,,,
127,14000,Idan Ofer,68,United Kingdom,Israel,Shipping,Diversified,Unknown,False,M,1955-10-02 00:00:00,Unknown,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
128,13900,Chen Bang,58,China,China,Hospitals,Healthcare,Unknown,True,M,1965-09-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
128,13900,Lui Che Woo,94,Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,Unknown,True,M,1929-04-01 00:00:00,Unknown,,,,,,,,,
130,13700,John Fredriksen,78,United Kingdom,Cyprus,Shipping,Logistics,Unknown,True,M,1945-02-01 00:00:00,Investor,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
130,13700,Diane Hendricks,76,United States,United States,Building supplies,Construction & Engineering,ABC Supply,True,F,1947-03-02 00:00:00,Cofounder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
130,13700,Jan Koum,47,United States,United States,WhatsApp,Technology,WhatsApp Inc.,True,M,1976-02-24 00:00:00,"CEO, cofounder",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
133,13300,Jerry Jones,81,United States,United States,Dallas Cowboys,Sports,Dallas Cowboys,True,M,1942-10-13 00:00:00,President and General Manager,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
133,13300,George Kaiser,81,United States,United States,"Oil & gas, banking",Energy,BOK Financial Corp.,False,M,1942-07-29 00:00:00,Chairman,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
133,13300,Joseph Lau,72,Hong Kong,Hong Kong,Real estate,Real Estate,Unknown,True,M,1951-07-21 00:00:00,Unknown,,,,,,,,,
136,13200,Lu Xiangyang,60,China,China,"Automobiles, batteries",Automotive,Unknown,True,M,1962-12-28 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
137,13100,Harry Triguboff,90,Australia,Australia,Real estate,Real Estate,Unknown,True,M,1933-03-03 00:00:00,Unknown,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,-25.274398,133.775136
138,12900,Uday Kotak,64,India,India,Banking,Finance & Investments,Unknown,True,M,1959-03-15 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
138,12900,Stanley Kroenke,76,United States,United States,"Sports, real estate",Sports,Unknown,True,M,1947-07-29 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
140,12600,Mikhail Fridman,59,United Kingdom,Russia,"Oil, banking, telecom",Energy,Unknown,True,M,1964-04-21 00:00:00,Unknown,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
141,12300,Sarath Ratanavadi,58,Thailand,Thailand,Energy,Energy,Unknown,True,M,1965-07-12 00:00:00,Unknown,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,29.5,15.870032,100.992541
142,12200,Dang Yanbao,50,China,China,Coal,Metals & Mining,Unknown,True,M,1973-02-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
142,12200,Jiang Rensheng & family,70,China,China,Vaccines,Healthcare,Unknown,True,M,1953-10-08 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
144,12100,Shahid Khan,73,United States,United States,Auto parts,Automotive,Unknown,True,M,1950-07-18 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
145,12000,Laurene Powell Jobs & family,60,United States,United States,"Apple, Disney",Technology,Emerson Collective,False,F,1963-11-06 00:00:00,"Investor, Philanthropist",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
146,11800,Robert Kuok,100,Hong Kong,Malaysia,"Palm oil, shipping, property",Diversified,Unknown,True,M,1923-10-06 00:00:00,Unknown,,,,,,,,,
147,11600,Stephen Ross,83,United States,United States,Real estate,Real Estate,Unknown,True,M,1940-05-10 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
148,11500,Pavel Durov,39,United Arab Emirates,United Arab Emirates,Messaging app,Technology,Unknown,True,M,1984-10-10 00:00:00,Unknown,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,15.9,23.424076,53.847818
148,11500,Andreas Struengmann & family,73,Germany,Germany,Pharmaceuticals,Healthcare,Unknown,True,M,1950-02-16 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
148,11500,Thomas Struengmann & family,73,Germany,Germany,Pharmaceuticals,Healthcare,Unknown,True,M,1950-02-16 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
151,11400,Liu Hanyuan,59,China,China,Agribusiness,Food & Beverage,Unknown,True,M,1964-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
151,11400,Michael Rubin,51,United States,United States,Online retail,Fashion & Retail,Kynetic,True,M,1972-07-21 00:00:00,CEO,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
153,11300,Israel Englander,75,United States,United States,Hedge funds,Finance & Investments,"Millennium Management, L.L.C.",True,M,1948-09-30 00:00:00,Founder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
153,11300,Viatcheslav Kantor,70,Israel,Russia,"Fertilizer, real estate",Manufacturing,Unknown,True,M,1953-09-08 00:00:00,Unknown,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,25.3,31.046051,34.851612
153,11300,Anthony Pratt,63,Australia,Australia,Manufacturing,Manufacturing,Unknown,False,M,1960-04-11 00:00:00,Unknown,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,-25.274398,133.775136
153,11300,Mikhail Prokhorov,58,Switzerland,Russia,Investments,Finance & Investments,Unknown,True,M,1965-05-03 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
157,11100,Giorgio Armani,89,Italy,Italy,Luxury goods,Fashion & Retail,Unknown,True,M,1934-07-11 00:00:00,Unknown,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,41.87194,12.56738
157,11100,Johann Rupert & family,73,South Africa,South Africa,Luxury goods,Fashion & Retail,Unknown,False,M,1950-06-01 00:00:00,Unknown,158.93,4.1,"$351,431,649,241 ",22.4,100.9,63.9,29.2,-30.559482,22.937506
159,11000,Gong Hongjia & family,58,Hong Kong,Hong Kong,Video surveillance,Finance & Investments,Unknown,True,M,1965-01-01 00:00:00,Unknown,,,,,,,,,
159,11000,Zhang Zhidong,51,China,China,Internet media,Technology,Unknown,True,M,1972-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
161,10900,Philip Anschutz,83,United States,United States,"Energy, sports, entertainment",Finance & Investments,Unknown,False,M,1939-12-28 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
161,10900,Judy Love & family,86,United States,United States,Gas stations,Fashion & Retail,Love's Travel Stops and Country Stores,True,F,1937-06-17 00:00:00,Chairman and CEO,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
161,10900,Ricardo Salinas Pliego & family,68,Mexico,Mexico,"Retail, media",Fashion & Retail,Unknown,False,M,1955-10-19 00:00:00,Unknown,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75.0,55.1,23.634501,-102.552784
164,10700,Donald Newhouse,94,United States,United States,Media,Media & Entertainment,Unknown,False,M,1929-08-05 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
165,10600,Robert Kraft,82,United States,United States,"Manufacturing, New England Patriots",Sports,The Kraft Group,True,M,1941-06-05 00:00:00,Chairman & CEO,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
165,10600,Marcel Herrmann Telles,73,Brazil,Brazil,Beer,Food & Beverage,Unknown,True,M,1950-01-01 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
167,10500,Suleiman Kerimov & family,57,Russia,Russia,Gold,Finance & Investments,Unknown,True,M,1966-03-12 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
167,10500,Sky Xu,39,China,China,E-commerce,Fashion & Retail,Unknown,True,M,1984-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
167,10500,Changpeng Zhao,46,United Arab Emirates,Canada,Cryptocurrency exchange,Finance & Investments,Unknown,True,M,1977-09-10 00:00:00,Unknown,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,15.9,23.424076,53.847818
170,10300,Andrew Beal,70,United States,United States,"Banks, real estate",Finance & Investments,Unknown,True,M,1952-11-29 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
171,10200,Mike Cannon-Brookes,44,Australia,Australia,Software,Technology,Unknown,True,M,1979-11-17 00:00:00,Unknown,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,-25.274398,133.775136
171,10200,Carl Cook,61,United States,United States,Medical devices,Healthcare,Unknown,False,M,1962-08-19 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
171,10200,David Duffield,83,United States,United States,Business software,Technology,Workday,True,M,1940-09-21 00:00:00,Chairman and Cofounder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
171,10200,Jeffery Hildebrand,64,United States,United States,Oil,Energy,Unknown,True,M,1959-03-05 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
171,10200,Viktor Rashnikov,75,Russia,Russia,Steel,Manufacturing,Unknown,True,M,1948-10-13 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
171,10200,Eduardo Saverin,41,Singapore,Brazil,Facebook,Technology,Meta Platforms,True,M,1982-03-19 00:00:00,Investor,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,21.0,1.352083,103.819836
171,10200,Georg Schaeffler,59,Germany,Germany,Auto parts,Automotive,Unknown,False,M,1964-10-19 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
171,10200,Christy Walton,74,United States,United States,Walmart,Fashion & Retail,Unknown,False,F,1949-02-08 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
179,10100,Scott Farquhar,43,Australia,Australia,Software,Technology,Unknown,True,M,1979-12-17 00:00:00,Unknown,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,-25.274398,133.775136
179,10100,Quek Leng Chan,82,Malaysia,Malaysia,"Banking, property",Diversified,Unknown,False,M,1941-08-12 00:00:00,Unknown,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76.0,38.7,4.210484,101.975766
179,10100,Wu Yajun,59,China,China,Real estate,Real Estate,Unknown,True,F,1964-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
182,10000,Autry Stephens,85,United States,United States,Oil,Energy,Unknown,True,M,1938-03-08 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
183,9900,Liu Yongxing,75,China,China,Diversified,Service,East Hope Group,True,M,1948-06-01 00:00:00,Chairman,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
184,9800,Vinod Adani,74,United Arab Emirates,Cyprus,"Infrastructure, commodities",Diversified,Unknown,True,M,1949-01-10 00:00:00,Unknown,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,15.9,23.424076,53.847818
184,9800,Nicolas Puech,80,Switzerland,France,Hermes,Fashion & Retail,Unknown,False,M,1943-01-29 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
184,9800,"Jacques Saadé, Jr.",52,France,France,Shipping,Logistics,Unknown,False,M,1971-08-10 00:00:00,Unknown,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,46.227638,2.213749
184,9800,Rodolphe Saadé,53,France,France,Shipping,Logistics,CMA CGM,False,M,1970-03-03 00:00:00,Chairman and CEO,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,46.227638,2.213749
184,9800,Tanya Saadé Zeenny,55,France,France,Shipping,Logistics,Unknown,False,F,1968-02-01 00:00:00,Unknown,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,46.227638,2.213749
184,9800,Melker Schorling & family,76,Sweden,Sweden,Investments,Finance & Investments,Unknown,True,M,1947-05-15 00:00:00,Unknown,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,49.1,60.128161,18.643501
190,9700,Andrei Guriev & family,63,Russia,Russia,Fertilizers,Manufacturing,Unknown,True,M,1960-03-24 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
190,9700,Michael Kim,60,South Korea,United States,Private equity,Finance & Investments,MBK Partners,True,M,1963-10-01 00:00:00,Unknown,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,33.2,35.907757,127.766922
190,9700,Lei Jun,53,China,China,Smartphones,Technology,Xiaomi,True,M,1969-12-16 00:00:00,Founder and CEO,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
190,9700,Friedhelm Loh,77,Germany,Germany,Manufacturing,Manufacturing,Unknown,False,M,1946-08-15 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
190,9700,Sun Piaoyang,65,China,China,Pharmaceuticals,Healthcare,Unknown,True,M,1958-09-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
195,9600,Rick Cohen & family,71,United States,United States,Warehouse automation,Technology,C&S Wholesale Grocers,False,M,1952-07-25 00:00:00,Entrepreneur,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
195,9600,Jin Baofang,71,China,China,Solar panels,Energy,Unknown,True,M,1952-09-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
195,9600,Luo Liguo & family,67,China,China,Chemicals,Manufacturing,Unknown,True,M,1956-03-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
195,9600,Marijke Mars,59,United States,United States,"Candy, pet food",Food & Beverage,Unknown,False,F,1964-07-28 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
195,9600,Pamela Mars,63,United States,United States,"Candy, pet food",Food & Beverage,Unknown,False,F,1960-08-01 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
195,9600,Valerie Mars,64,United States,United States,"Candy, pet food",Food & Beverage,Unknown,False,F,1959-01-26 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
195,9600,Victoria Mars,66,United States,United States,"Candy, pet food",Food & Beverage,Unknown,False,F,1956-12-15 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
202,9500,Vincent Bolloré & family,71,France,France,Investments,Finance & Investments,Unknown,False,M,1952-04-01 00:00:00,Unknown,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,46.227638,2.213749
202,9500,Jim Pattison,95,Canada,Canada,Diversified,Diversified,Jim Pattison Group,True,M,1928-10-01 00:00:00,"Founder, Chairman and CEO",116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,56.130366,-106.346771
204,9400,Ernesto Bertarelli,58,Switzerland,Switzerland,"Biotech, investments",Healthcare,Unknown,False,M,1965-09-22 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
204,9400,Wang Xing,44,China,China,Food delivery,Technology,Unknown,True,M,1979-02-18 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
206,9300,Brian Chesky,42,United States,United States,Airbnb,Technology,"Airbnb, Inc.",True,M,1981-08-29 00:00:00,CEO and Cofounder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
206,9300,James Dyson,76,United Kingdom,United Kingdom,Vacuums,Manufacturing,Unknown,True,M,1947-05-02 00:00:00,Unknown,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
208,9200,Roman Abramovich & family,57,Russia,Russia,"Steel, investments",Diversified,Unknown,True,M,1966-10-24 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
208,9200,Antonia Ax:son Johnson & family,80,Sweden,Sweden,Diversified,Diversified,Unknown,False,F,1943-09-06 00:00:00,Unknown,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,49.1,60.128161,18.643501
208,9200,Daniel Kretinsky,48,Czech Republic,Czech Republic,"Energy, investments",Energy,Unknown,True,M,1975-07-09 00:00:00,Unknown,116.48,2.8,"$246,489,245,495 ",64.1,100.7,79.0,46.1,49.817492,15.472962
208,9200,John Malone,82,United States,United States,Cable television,Media & Entertainment,Unknown,True,M,1941-03-07 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
208,9200,Azim Premji,78,India,India,Software services,Technology,Wipro Ltd.,False,M,1945-07-24 00:00:00,Founder Chairman,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
208,9200,Charles Schwab,86,United States,United States,Discount brokerage,Finance & Investments,Charles Schwab Corp.,True,M,1937-07-29 00:00:00,Investor,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
208,9200,Eric Smidt,63,United States,United States,Hardware stores,Fashion & Retail,Unknown,True,M,1960-01-01 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
215,9000,David Cheriton,72,United States,Canada,Google,Technology,Stanford University,True,M,1951-03-29 00:00:00,Professor,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
215,9000,Ivan Glasenberg,66,Switzerland,Switzerland,Mining,Metals & Mining,Unknown,True,M,1957-01-07 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
215,9000,Alexander Otto,56,Germany,Germany,Real estate,Real Estate,Unknown,False,M,1967-07-07 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
215,9000,Anthony von Mandl,73,Canada,Canada,Alcoholic beverages,Food & Beverage,Unknown,True,M,1950-03-10 00:00:00,Unknown,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,56.130366,-106.346771
215,9000,Wang Liping & family,57,China,China,Hydraulic machinery,Manufacturing,Unknown,True,M,1966-02-24 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
220,8900,Finn Rausing,68,United Kingdom,Sweden,Packaging,Food & Beverage,Unknown,False,M,1955-01-01 00:00:00,Unknown,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
220,8900,Jorn Rausing,63,United Kingdom,Sweden,Packaging,Food & Beverage,Unknown,False,M,1960-01-01 00:00:00,Unknown,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
220,8900,Kirsten Rausing,71,United Kingdom,Sweden,Packaging,Food & Beverage,Unknown,False,F,1952-06-06 00:00:00,Unknown,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
223,8800,Tatyana Bakalchuk,48,Russia,Russia,Ecommerce,Fashion & Retail,Unknown,True,F,1975-10-16 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
223,8800,John Doerr,72,United States,United States,Venture capital,Technology,Kleiner Perkins,True,M,1951-06-29 00:00:00,Investor,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
223,8800,Richard Liu,49,China,China,E-commerce,Technology,Unknown,True,M,1974-03-10 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
223,8800,Dustin Moskovitz,39,United States,United States,Facebook,Technology,Asana,True,M,1984-05-22 00:00:00,Cofounder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
223,8800,Pierre Omidyar,56,United States,United States,"EBay, PayPal",Technology,eBay,True,M,1967-06-21 00:00:00,Founder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
223,8800,Pei Zhenhua,64,China,China,Batteries,Energy,Unknown,True,M,1959-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
